Time[min]	alpha	va proj	v_0	rhoa	Qs	Qf	Qe	v_phi	g1
9.77083333	0.10086378	0.00133321	0.13153959	1029.15624854	0.04055557	0.01978348	0.04055557	1.49011517	0.00014777
9.77500000	0.10085064	0.00133403	0.13151922	1029.15623979	0.04054945	0.01978955	0.04054945	1.49008274	0.00014762
9.77916667	0.10083750	0.00133485	0.13149886	1029.15623105	0.04054333	0.01979562	0.04054333	1.49005031	0.00014747
9.78333333	0.10082435	0.00133567	0.13147850	1029.15622231	0.04053720	0.01980168	0.04053720	1.49001789	0.00014732
9.78750000	0.10081119	0.00133649	0.13145814	1029.15621357	0.04053106	0.01980775	0.04053106	1.48998547	0.00014717
9.79166667	0.10079803	0.00133731	0.13143780	1029.15620483	0.04052492	0.01981381	0.04052492	1.48995305	0.00014703
9.79583333	0.10078486	0.00133813	0.13141746	1029.15619609	0.04051877	0.01981987	0.04051877	1.48992063	0.00014688
9.80000000	0.10077168	0.00133895	0.13139712	1029.15618735	0.04051262	0.01982593	0.04051262	1.48988821	0.00014673
9.80416667	0.10075849	0.00133977	0.13137679	1029.15617862	0.04050645	0.01983199	0.04050645	1.48985580	0.00014658
9.80833333	0.10074530	0.00134060	0.13135647	1029.15616989	0.04050029	0.01983805	0.04050029	1.48982339	0.00014643
9.81250000	0.10073211	0.00134142	0.13133615	1029.15616115	0.04049411	0.01984410	0.04049411	1.48979098	0.00014629
9.81666667	0.10071890	0.00134224	0.13131584	1029.15615242	0.04048793	0.01985016	0.04048793	1.48975857	0.00014614
9.82083333	0.10070569	0.00134306	0.13129553	1029.15614369	0.04048174	0.01985621	0.04048174	1.48972617	0.00014599
9.82500000	0.10069247	0.00134388	0.13127523	1029.15613497	0.04047555	0.01986226	0.04047555	1.48969377	0.00014585
9.82916667	0.10067925	0.00134471	0.13125494	1029.15612624	0.04046934	0.01986831	0.04046934	1.48966137	0.00014570
9.83333333	0.10066602	0.00134553	0.13123465	1029.15611751	0.04046314	0.01987436	0.04046314	1.48962897	0.00014555
9.83750000	0.10065278	0.00134635	0.13121436	1029.15610879	0.04045692	0.01988041	0.04045692	1.48959657	0.00014540
9.84166667	0.10063954	0.00134717	0.13119409	1029.15610007	0.04045070	0.01988646	0.04045070	1.48956417	0.00014526
9.84583333	0.10062629	0.00134800	0.13117381	1029.15609135	0.04044448	0.01989250	0.04044448	1.48953178	0.00014511
9.85000000	0.10061303	0.00134882	0.13115355	1029.15608263	0.04043824	0.01989854	0.04043824	1.48949939	0.00014496
9.85416667	0.10059977	0.00134964	0.13113329	1029.15607391	0.04043200	0.01990458	0.04043200	1.48946700	0.00014482
9.85833333	0.10058650	0.00135047	0.13111304	1029.15606519	0.04042575	0.01991062	0.04042575	1.48943462	0.00014467
9.86250000	0.10057322	0.00135129	0.13109279	1029.15605648	0.04041950	0.01991666	0.04041950	1.48940223	0.00014453
9.86666667	0.10055993	0.00135211	0.13107254	1029.15604776	0.04041324	0.01992270	0.04041324	1.48936985	0.00014438
9.87083333	0.10054664	0.00135294	0.13105231	1029.15603905	0.04040698	0.01992874	0.04040698	1.48933747	0.00014423
9.87500000	0.10053335	0.00135376	0.13103208	1029.15603034	0.04040070	0.01993477	0.04040070	1.48930509	0.00014409
9.87916667	0.10052004	0.00135459	0.13101185	1029.15602163	0.04039442	0.01994080	0.04039442	1.48927271	0.00014394
9.88333333	0.10050673	0.00135541	0.13099163	1029.15601292	0.04038814	0.01994683	0.04038814	1.48924034	0.00014380
9.88750000	0.10049341	0.00135623	0.13097142	1029.15600421	0.04038185	0.01995286	0.04038185	1.48920796	0.00014365
9.89166667	0.10048193	0.00135701	0.13095121	1029.15599657	0.04037630	0.01995825	0.04037630	1.48917559	0.00014352
9.89583333	0.10047161	0.00135776	0.13093101	1029.15598960	0.04037123	0.01996321	0.04037123	1.48914323	0.00014339
9.90000000	0.10046129	0.00135851	0.13091082	1029.15598263	0.04036616	0.01996816	0.04036616	1.48911087	0.00014326
9.90416667	0.10045096	0.00135926	0.13089063	1029.15597567	0.04036108	0.01997311	0.04036108	1.48907851	0.00014313
9.90833333	0.10044062	0.00136000	0.13087045	1029.15596870	0.04035599	0.01997805	0.04035599	1.48904616	0.00014300
9.91250000	0.10043028	0.00136075	0.13085029	1029.15596174	0.04035091	0.01998300	0.04035091	1.48901382	0.00014287
9.91666667	0.10041993	0.00136150	0.13083013	1029.15595477	0.04034581	0.01998794	0.04034581	1.48898148	0.00014275
9.92083333	0.10040958	0.00136225	0.13080997	1029.15594781	0.04034071	0.01999288	0.04034071	1.48894915	0.00014262
9.92500000	0.10039922	0.00136300	0.13078983	1029.15594085	0.04033561	0.01999783	0.04033561	1.48891683	0.00014249
9.92916667	0.10038885	0.00136374	0.13076969	1029.15593389	0.04033050	0.02000277	0.04033050	1.48888451	0.00014236
9.93333333	0.10037848	0.00136449	0.13074956	1029.15592693	0.04032539	0.02000770	0.04032539	1.48885219	0.00014223
9.93750000	0.10036810	0.00136524	0.13072944	1029.15591997	0.04032027	0.02001264	0.04032027	1.48881989	0.00014211
9.94166667	0.10035772	0.00136599	0.13070933	1029.15591302	0.04031515	0.02001758	0.04031515	1.48878759	0.00014198
9.94583333	0.10034733	0.00136674	0.13068922	1029.15590606	0.04031002	0.02002251	0.04031002	1.48875529	0.00014185
9.95000000	0.10033694	0.00136749	0.13066913	1029.15589911	0.04030489	0.02002744	0.04030489	1.48872300	0.00014172
9.95416667	0.10032653	0.00136824	0.13064904	1029.15589215	0.04029975	0.02003238	0.04029975	1.48869072	0.00014160
9.95833333	0.10031613	0.00136898	0.13062896	1029.15588520	0.04029461	0.02003731	0.04029461	1.48865844	0.00014147
9.96250000	0.10030571	0.00136973	0.13060888	1029.15587825	0.04028946	0.02004224	0.04028946	1.48862616	0.00014134
9.96666667	0.10029530	0.00137048	0.13058882	1029.15587130	0.04028431	0.02004716	0.04028431	1.48859390	0.00014122
9.97083333	0.10028487	0.00137123	0.13056876	1029.15586435	0.04027915	0.02005209	0.04027915	1.48856164	0.00014109
9.97500000	0.10027444	0.00137198	0.13054871	1029.15585740	0.04027399	0.02005702	0.04027399	1.48852938	0.00014096
9.97916667	0.10026400	0.00137273	0.13052867	1029.15585046	0.04026883	0.02006194	0.04026883	1.48849713	0.00014084
9.98333333	0.10025356	0.00137348	0.13050863	1029.15584351	0.04026365	0.02006686	0.04026365	1.48846489	0.00014071
9.98750000	0.10024311	0.00137423	0.13048861	1029.15583657	0.04025848	0.02007179	0.04025848	1.48843265	0.00014058
9.99166667	0.10023266	0.00137497	0.13046859	1029.15582962	0.04025330	0.02007671	0.04025330	1.48840042	0.00014046
9.99583333	0.10022220	0.00137572	0.13044858	1029.15582268	0.04024811	0.02008162	0.04024811	1.48836819	0.00014033
10.00000000	0.10021173	0.00137647	0.13042858	1029.15581574	0.04024292	0.02008654	0.04024292	1.48833597	0.00014020
10.00416667	0.10020126	0.00137722	0.13040858	1029.15580880	0.04023773	0.02009146	0.04023773	1.48830375	0.00014008
10.00833333	0.10019078	0.00137797	0.13038859	1029.15580186	0.04023253	0.02009637	0.04023253	1.48827154	0.00013995
10.01250000	0.10018030	0.00137872	0.13036862	1029.15579492	0.04022733	0.02010129	0.04022733	1.48823934	0.00013983
10.01666667	0.10016981	0.00137947	0.13034864	1029.15578798	0.04022212	0.02010620	0.04022212	1.48820714	0.00013970
10.02083333	0.10015932	0.00138022	0.13032868	1029.15578105	0.04021690	0.02011111	0.04021690	1.48817495	0.00013957
10.02500000	0.10014881	0.00138097	0.13030872	1029.15577411	0.04021168	0.02011602	0.04021168	1.48814276	0.00013945
10.02916667	0.10013831	0.00138172	0.13028877	1029.15576718	0.04020646	0.02012093	0.04020646	1.48811058	0.00013932
10.03333333	0.10012779	0.00138247	0.13026883	1029.15576025	0.04020123	0.02012583	0.04020123	1.48807840	0.00013920
10.03750000	0.10011728	0.00138322	0.13024890	1029.15575332	0.04019600	0.02013074	0.04019600	1.48804623	0.00013907
10.04166667	0.10010675	0.00138397	0.13022898	1029.15574638	0.04019076	0.02013564	0.04019076	1.48801407	0.00013895
10.04583333	0.10009622	0.00138471	0.13020906	1029.15573945	0.04018552	0.02014055	0.04018552	1.48798191	0.00013882
10.05000000	0.10008568	0.00138546	0.13018915	1029.15573253	0.04018027	0.02014545	0.04018027	1.48794975	0.00013870
10.05416667	0.10007514	0.00138621	0.13016924	1029.15572560	0.04017502	0.02015035	0.04017502	1.48791761	0.00013857
10.05833333	0.10006459	0.00138696	0.13014935	1029.15571867	0.04016976	0.02015525	0.04016976	1.48788546	0.00013845
10.06250000	0.10005404	0.00138771	0.13012946	1029.15571175	0.04016450	0.02016014	0.04016450	1.48785333	0.00013832
10.06666667	0.10004348	0.00138846	0.13010958	1029.15570482	0.04015924	0.02016504	0.04015924	1.48782119	0.00013820
10.07083333	0.10003291	0.00138921	0.13008971	1029.15569790	0.04015396	0.02016994	0.04015396	1.48778907	0.00013807
10.07500000	0.10002234	0.00138996	0.13006985	1029.15569098	0.04014869	0.02017483	0.04014869	1.48775695	0.00013795
10.07916667	0.10001176	0.00139071	0.13004999	1029.15568406	0.04014341	0.02017972	0.04014341	1.48772483	0.00013782
10.08333333	0.10000118	0.00139146	0.13003014	1029.15567714	0.04013812	0.02018461	0.04013812	1.48769272	0.00013770
10.08750000	0.09999059	0.00139221	0.13001030	1029.15567022	0.04013283	0.02018950	0.04013283	1.48766062	0.00013758
10.09166667	0.09998000	0.00139296	0.12999047	1029.15566330	0.04012754	0.02019439	0.04012754	1.48762852	0.00013745
10.09583333	0.09996939	0.00139371	0.12997064	1029.15565638	0.04012224	0.02019928	0.04012224	1.48759643	0.00013733
10.10000000	0.09995879	0.00139446	0.12995082	1029.15564947	0.04011693	0.02020416	0.04011693	1.48756434	0.00013720
10.10416667	0.09994817	0.00139521	0.12993101	1029.15564255	0.04011162	0.02020905	0.04011162	1.48753226	0.00013708
10.10833333	0.09993756	0.00139596	0.12991120	1029.15563564	0.04010631	0.02021393	0.04010631	1.48750018	0.00013696
10.11250000	0.09992693	0.00139671	0.12989141	1029.15562873	0.04010099	0.02021881	0.04010099	1.48746811	0.00013683
10.11666667	0.09991630	0.00139746	0.12987162	1029.15562182	0.04009567	0.02022369	0.04009567	1.48743604	0.00013671
10.12083333	0.09990566	0.00139821	0.12985184	1029.15561491	0.04009034	0.02022857	0.04009034	1.48740398	0.00013659
10.12500000	0.09989502	0.00139896	0.12983206	1029.15560800	0.04008501	0.02023345	0.04008501	1.48737193	0.00013646
10.12916667	0.09988437	0.00139972	0.12981230	1029.15560109	0.04007967	0.02023833	0.04007967	1.48733988	0.00013634
10.13333333	0.09987372	0.00140047	0.12979254	1029.15559418	0.04007433	0.02024320	0.04007433	1.48730783	0.00013622
10.13750000	0.09986306	0.00140122	0.12977279	1029.15558728	0.04006898	0.02024807	0.04006898	1.48727579	0.00013609
10.14166667	0.09985239	0.00140197	0.12975304	1029.15558037	0.04006363	0.02025295	0.04006363	1.48724376	0.00013597
10.14583333	0.09984172	0.00140272	0.12973330	1029.15557347	0.04005827	0.02025782	0.04005827	1.48721173	0.00013585
10.15000000	0.09983104	0.00140347	0.12971357	1029.15556657	0.04005291	0.02026269	0.04005291	1.48717971	0.00013572
10.15416667	0.09982036	0.00140422	0.12969385	1029.15555966	0.04004754	0.02026756	0.04004754	1.48714769	0.00013560
10.15833333	0.09980967	0.00140497	0.12967414	1029.15555276	0.04004217	0.02027242	0.04004217	1.48711568	0.00013548
10.16250000	0.09979898	0.00140572	0.12965443	1029.15554586	0.04003679	0.02027729	0.04003679	1.48708367	0.00013536
10.16666667	0.09978828	0.00140647	0.12963473	1029.15553897	0.04003141	0.02028215	0.04003141	1.48705167	0.00013523
10.17083333	0.09977757	0.00140722	0.12961504	1029.15553207	0.04002603	0.02028702	0.04002603	1.48701967	0.00013511
10.17500000	0.09976686	0.00140797	0.12959535	1029.15552517	0.04002064	0.02029188	0.04002064	1.48698768	0.00013499
10.17916667	0.09975614	0.00140872	0.12957567	1029.15551828	0.04001524	0.02029674	0.04001524	1.48695570	0.00013487
10.18333333	0.09974541	0.00140948	0.12955600	1029.15551138	0.04000984	0.02030160	0.04000984	1.48692372	0.00013475
10.18750000	0.09973468	0.00141023	0.12953634	1029.15550449	0.04000444	0.02030646	0.04000444	1.48689174	0.00013462
10.19166667	0.09972395	0.00141098	0.12951668	1029.15549760	0.03999903	0.02031131	0.03999903	1.48685977	0.00013450
10.19583333	0.09971320	0.00141173	0.12949703	1029.15549071	0.03999362	0.02031617	0.03999362	1.48682781	0.00013438
10.20000000	0.09970246	0.00141248	0.12947739	1029.15548382	0.03998820	0.02032102	0.03998820	1.48679585	0.00013426
10.20416667	0.09969170	0.00141323	0.12945776	1029.15547693	0.03998278	0.02032587	0.03998278	1.48676389	0.00013414
10.20833333	0.09968094	0.00141398	0.12943813	1029.15547004	0.03997735	0.02033072	0.03997735	1.48673194	0.00013402
10.21250000	0.09967018	0.00141473	0.12941851	1029.15546315	0.03997191	0.02033557	0.03997191	1.48670000	0.00013389
10.21666667	0.09965941	0.00141549	0.12939890	1029.15545627	0.03996648	0.02034042	0.03996648	1.48666806	0.00013377
10.22083333	0.09964863	0.00141624	0.12937929	1029.15544938	0.03996103	0.02034527	0.03996103	1.48663613	0.00013365
10.22500000	0.09963785	0.00141699	0.12935970	1029.15544250	0.03995559	0.02035012	0.03995559	1.48660420	0.00013353
10.22916667	0.09962706	0.00141774	0.12934011	1029.15543562	0.03995014	0.02035496	0.03995014	1.48657227	0.00013341
10.23333333	0.09961626	0.00141849	0.12932052	1029.15542874	0.03994468	0.02035980	0.03994468	1.48654036	0.00013329
10.23750000	0.09960546	0.00141924	0.12930094	1029.15542186	0.03993922	0.02036465	0.03993922	1.48650844	0.00013317
10.24166667	0.09959465	0.00142000	0.12928138	1029.15541498	0.03993375	0.02036949	0.03993375	1.48647654	0.00013305
10.24583333	0.09958384	0.00142075	0.12926181	1029.15540810	0.03992828	0.02037433	0.03992828	1.48644463	0.00013293
10.25000000	0.09957302	0.00142150	0.12924226	1029.15540122	0.03992281	0.02037916	0.03992281	1.48641273	0.00013281
10.25416667	0.09956220	0.00142225	0.12922271	1029.15539435	0.03991733	0.02038400	0.03991733	1.48638084	0.00013269
10.25833333	0.09955137	0.00142300	0.12920317	1029.15538747	0.03991184	0.02038883	0.03991184	1.48634895	0.00013257
10.26250000	0.09954053	0.00142376	0.12918364	1029.15538060	0.03990635	0.02039367	0.03990635	1.48631707	0.00013244
10.26666667	0.09952969	0.00142451	0.12916411	1029.15537372	0.03990086	0.02039850	0.03990086	1.48628519	0.00013232
10.27083333	0.09951884	0.00142526	0.12914459	1029.15536685	0.03989536	0.02040333	0.03989536	1.48625332	0.00013220
10.27500000	0.09950799	0.00142601	0.12912508	1029.15535998	0.03988985	0.02040816	0.03988985	1.48622145	0.00013208
10.27916667	0.09949713	0.00142676	0.12910557	1029.15535311	0.03988435	0.02041299	0.03988435	1.48618959	0.00013196
10.28333333	0.09948626	0.00142752	0.12908607	1029.15534624	0.03987883	0.02041782	0.03987883	1.48615774	0.00013184
10.28750000	0.09947539	0.00142827	0.12906658	1029.15533937	0.03987331	0.02042264	0.03987331	1.48612588	0.00013172
10.29166667	0.09946452	0.00142902	0.12904710	1029.15533251	0.03986779	0.02042747	0.03986779	1.48609404	0.00013160
10.29583333	0.09945363	0.00142977	0.12902762	1029.15532564	0.03986226	0.02043229	0.03986226	1.48606219	0.00013149
10.30000000	0.09944274	0.00143053	0.12900815	1029.15531878	0.03985673	0.02043711	0.03985673	1.48603036	0.00013137
10.30416667	0.09943185	0.00143128	0.12898869	1029.15531191	0.03985119	0.02044193	0.03985119	1.48599852	0.00013125
10.30833333	0.09942095	0.00143203	0.12896923	1029.15530505	0.03984565	0.02044675	0.03984565	1.48596670	0.00013113
10.31250000	0.09941004	0.00143278	0.12894978	1029.15529819	0.03984011	0.02045157	0.03984011	1.48593487	0.00013101
10.31666667	0.09939913	0.00143354	0.12893034	1029.15529133	0.03983456	0.02045639	0.03983456	1.48590306	0.00013089
10.32083333	0.09938821	0.00143429	0.12891091	1029.15528447	0.03982900	0.02046120	0.03982900	1.48587124	0.00013077
10.32500000	0.09937729	0.00143504	0.12889148	1029.15527761	0.03982344	0.02046602	0.03982344	1.48583944	0.00013065
10.32916667	0.09936636	0.00143579	0.12887206	1029.15527076	0.03981787	0.02047083	0.03981787	1.48580764	0.00013053
10.33333333	0.09935542	0.00143655	0.12885264	1029.15526390	0.03981230	0.02047564	0.03981230	1.48577584	0.00013041
10.33750000	0.09934448	0.00143730	0.12883324	1029.15525705	0.03980673	0.02048045	0.03980673	1.48574404	0.00013029
10.34166667	0.09933353	0.00143805	0.12881384	1029.15525019	0.03980115	0.02048526	0.03980115	1.48571226	0.00013018
10.34583333	0.09932258	0.00143881	0.12879444	1029.15524334	0.03979557	0.02049006	0.03979557	1.48568047	0.00013006
10.35000000	0.09931162	0.00143956	0.12877506	1029.15523649	0.03978998	0.02049487	0.03978998	1.48564870	0.00012994
10.35416667	0.09930065	0.00144031	0.12875568	1029.15522964	0.03978438	0.02049967	0.03978438	1.48561692	0.00012982
10.35833333	0.09928968	0.00144107	0.12873631	1029.15522279	0.03977878	0.02050448	0.03977878	1.48558516	0.00012970
10.36250000	0.09927871	0.00144182	0.12871694	1029.15521594	0.03977318	0.02050928	0.03977318	1.48555339	0.00012958
10.36666667	0.09926772	0.00144257	0.12869758	1029.15520909	0.03976757	0.02051408	0.03976757	1.48552163	0.00012947
10.37083333	0.09925673	0.00144333	0.12867823	1029.15520224	0.03976196	0.02051888	0.03976196	1.48548988	0.00012935
10.37500000	0.09924574	0.00144408	0.12865888	1029.15519540	0.03975634	0.02052368	0.03975634	1.48545813	0.00012923
10.37916667	0.09923474	0.00144483	0.12863955	1029.15518855	0.03975072	0.02052847	0.03975072	1.48542639	0.00012911
10.38333333	0.09922373	0.00144559	0.12862021	1029.15518171	0.03974510	0.02053327	0.03974510	1.48539465	0.00012899
10.38750000	0.09921272	0.00144634	0.12860089	1029.15517487	0.03973947	0.02053806	0.03973947	1.48536291	0.00012888
10.39166667	0.09920170	0.00144709	0.12858157	1029.15516803	0.03973383	0.02054285	0.03973383	1.48533118	0.00012876
10.39583333	0.09919068	0.00144785	0.12856226	1029.15516119	0.03972819	0.02054765	0.03972819	1.48529946	0.00012864
10.40000000	0.09917965	0.00144860	0.12854296	1029.15515435	0.03972254	0.02055244	0.03972254	1.48526774	0.00012852
10.40416667	0.09916861	0.00144936	0.12852366	1029.15514751	0.03971689	0.02055722	0.03971689	1.48523602	0.00012841
10.40833333	0.09915757	0.00145011	0.12850437	1029.15514067	0.03971124	0.02056201	0.03971124	1.48520431	0.00012829
10.41250000	0.09914652	0.00145086	0.12848508	1029.15513383	0.03970558	0.02056680	0.03970558	1.48517261	0.00012817
10.41666667	0.09913547	0.00145162	0.12846581	1029.15512700	0.03969992	0.02057158	0.03969992	1.48514091	0.00012805
10.42083333	0.09912441	0.00145237	0.12844654	1029.15512017	0.03969425	0.02057636	0.03969425	1.48510921	0.00012794
10.42500000	0.09911335	0.00145313	0.12842727	1029.15511333	0.03968857	0.02058115	0.03968857	1.48507752	0.00012782
10.42916667	0.09910228	0.00145388	0.12840802	1029.15510650	0.03968289	0.02058593	0.03968289	1.48504583	0.00012770
10.43333333	0.09909120	0.00145463	0.12838877	1029.15509967	0.03967721	0.02059070	0.03967721	1.48501415	0.00012759
10.43750000	0.09908012	0.00145539	0.12836952	1029.15509284	0.03967152	0.02059548	0.03967152	1.48498247	0.00012747
10.44166667	0.09906903	0.00145614	0.12835029	1029.15508601	0.03966583	0.02060026	0.03966583	1.48495080	0.00012735
10.44583333	0.09905793	0.00145690	0.12833106	1029.15507918	0.03966013	0.02060503	0.03966013	1.48491913	0.00012724
10.45000000	0.09904683	0.00145765	0.12831183	1029.15507236	0.03965443	0.02060981	0.03965443	1.48488747	0.00012712
10.45416667	0.09903573	0.00145841	0.12829262	1029.15506553	0.03964873	0.02061458	0.03964873	1.48485581	0.00012701
10.45833333	0.09902462	0.00145916	0.12827341	1029.15505871	0.03964302	0.02061935	0.03964302	1.48482416	0.00012689
10.46250000	0.09901350	0.00145991	0.12825420	1029.15505188	0.03963730	0.02062412	0.03963730	1.48479251	0.00012677
10.46666667	0.09900237	0.00146067	0.12823501	1029.15504506	0.03963158	0.02062889	0.03963158	1.48476086	0.00012666
10.47083333	0.09899124	0.00146142	0.12821582	1029.15503824	0.03962585	0.02063366	0.03962585	1.48472922	0.00012654
10.47500000	0.09898011	0.00146218	0.12819663	1029.15503142	0.03962012	0.02063842	0.03962012	1.48469759	0.00012642
10.47916667	0.09896897	0.00146293	0.12817746	1029.15502460	0.03961439	0.02064318	0.03961439	1.48466596	0.00012631
10.48333333	0.09895782	0.00146369	0.12815829	1029.15501778	0.03960865	0.02064795	0.03960865	1.48463433	0.00012619
10.48750000	0.09894667	0.00146444	0.12813912	1029.15501096	0.03960291	0.02065271	0.03960291	1.48460271	0.00012608
10.49166667	0.09893551	0.00146520	0.12811996	1029.15500415	0.03959716	0.02065747	0.03959716	1.48457109	0.00012596
10.49583333	0.09892434	0.00146595	0.12810081	1029.15499733	0.03959140	0.02066223	0.03959140	1.48453948	0.00012585
10.50000000	0.09891317	0.00146671	0.12808167	1029.15499052	0.03958565	0.02066699	0.03958565	1.48450787	0.00012573
10.50416667	0.09890200	0.00146746	0.12806253	1029.15498370	0.03957988	0.02067174	0.03957988	1.48447627	0.00012562
10.50833333	0.09889081	0.00146822	0.12804340	1029.15497689	0.03957412	0.02067650	0.03957412	1.48444467	0.00012550
10.51250000	0.09887963	0.00146897	0.12802428	1029.15497008	0.03956834	0.02068125	0.03956834	1.48441307	0.00012539
10.51666667	0.09886843	0.00146973	0.12800516	1029.15496327	0.03956257	0.02068600	0.03956257	1.48438149	0.00012527
10.52083333	0.09885723	0.00147048	0.12798605	1029.15495646	0.03955679	0.02069075	0.03955679	1.48434990	0.00012516
10.52500000	0.09884602	0.00147124	0.12796694	1029.15494965	0.03955100	0.02069550	0.03955100	1.48431832	0.00012504
10.52916667	0.09883481	0.00147199	0.12794785	1029.15494285	0.03954521	0.02070025	0.03954521	1.48428674	0.00012493
10.53333333	0.09882360	0.00147275	0.12792876	1029.15493604	0.03953941	0.02070500	0.03953941	1.48425517	0.00012481
10.53750000	0.09881237	0.00147351	0.12790967	1029.15492923	0.03953361	0.02070974	0.03953361	1.48422360	0.00012470
10.54166667	0.09880114	0.00147426	0.12789059	1029.15492243	0.03952781	0.02071449	0.03952781	1.48419204	0.00012458
10.54583333	0.09878991	0.00147502	0.12787152	1029.15491563	0.03952200	0.02071923	0.03952200	1.48416048	0.00012447
10.55000000	0.09877867	0.00147577	0.12785245	1029.15490883	0.03951619	0.02072397	0.03951619	1.48412893	0.00012435
10.55416667	0.09876742	0.00147653	0.12783339	1029.15490202	0.03951037	0.02072871	0.03951037	1.48409738	0.00012424
10.55833333	0.09875617	0.00147728	0.12781434	1029.15489522	0.03950454	0.02073345	0.03950454	1.48406584	0.00012412
10.56250000	0.09874491	0.00147804	0.12779529	1029.15488843	0.03949872	0.02073819	0.03949872	1.48403430	0.00012401
10.56666667	0.09873364	0.00147880	0.12777625	1029.15488163	0.03949288	0.02074292	0.03949288	1.48400276	0.00012390
10.57083333	0.09872237	0.00147955	0.12775722	1029.15487483	0.03948705	0.02074766	0.03948705	1.48397123	0.00012378
10.57500000	0.09871109	0.00148031	0.12773819	1029.15486804	0.03948120	0.02075239	0.03948120	1.48393970	0.00012367
10.57916667	0.09869981	0.00148106	0.12771917	1029.15486124	0.03947536	0.02075712	0.03947536	1.48390818	0.00012355
10.58333333	0.09868852	0.00148182	0.12770016	1029.15485445	0.03946951	0.02076185	0.03946951	1.48387666	0.00012344
10.58750000	0.09867723	0.00148258	0.12768115	1029.15484766	0.03946365	0.02076658	0.03946365	1.48384515	0.00012333
10.59166667	0.09866593	0.00148333	0.12766215	1029.15484086	0.03945779	0.02077131	0.03945779	1.48381364	0.00012321
10.59583333	0.09865462	0.00148409	0.12764315	1029.15483407	0.03945192	0.02077604	0.03945192	1.48378213	0.00012310
10.60000000	0.09864331	0.00148485	0.12762417	1029.15482728	0.03944605	0.02078076	0.03944605	1.48375063	0.00012299
10.60416667	0.09863199	0.00148560	0.12760518	1029.15482050	0.03944018	0.02078549	0.03944018	1.48371913	0.00012287
10.60833333	0.09862067	0.00148636	0.12758621	1029.15481371	0.03943430	0.02079021	0.03943430	1.48368764	0.00012276
10.61250000	0.09860934	0.00148712	0.12756724	1029.15480692	0.03942842	0.02079493	0.03942842	1.48365615	0.00012265
10.61666667	0.09859801	0.00148787	0.12754827	1029.15480014	0.03942253	0.02079965	0.03942253	1.48362467	0.00012253
10.62083333	0.09858666	0.00148863	0.12752932	1029.15479335	0.03941663	0.02080437	0.03941663	1.48359319	0.00012242
10.62500000	0.09857532	0.00148939	0.12751037	1029.15478657	0.03941074	0.02080909	0.03941074	1.48356172	0.00012231
10.62916667	0.09856396	0.00149014	0.12749142	1029.15477979	0.03940483	0.02081380	0.03940483	1.48353025	0.00012219
10.63333333	0.09855261	0.00149090	0.12747248	1029.15477300	0.03939893	0.02081852	0.03939893	1.48349878	0.00012208
10.63750000	0.09854124	0.00149166	0.12745355	1029.15476622	0.03939301	0.02082323	0.03939301	1.48346732	0.00012197
10.64166667	0.09852987	0.00149241	0.12743462	1029.15475945	0.03938710	0.02082794	0.03938710	1.48343586	0.00012186
10.64583333	0.09851849	0.00149317	0.12741570	1029.15475267	0.03938118	0.02083265	0.03938118	1.48340441	0.00012174
10.65000000	0.09850711	0.00149393	0.12739679	1029.15474589	0.03937525	0.02083736	0.03937525	1.48337296	0.00012163
10.65416667	0.09849572	0.00149468	0.12737788	1029.15473911	0.03936932	0.02084207	0.03936932	1.48334151	0.00012152
10.65833333	0.09848433	0.00149544	0.12735898	1029.15473234	0.03936338	0.02084677	0.03936338	1.48331007	0.00012141
10.66250000	0.09847293	0.00149620	0.12734009	1029.15472556	0.03935744	0.02085148	0.03935744	1.48327864	0.00012129
10.66666667	0.09846152	0.00149696	0.12732120	1029.15471879	0.03935150	0.02085618	0.03935150	1.48324721	0.00012118
10.67083333	0.09845011	0.00149771	0.12730232	1029.15471202	0.03934555	0.02086089	0.03934555	1.48321578	0.00012107
10.67500000	0.09843869	0.00149847	0.12728344	1029.15470525	0.03933960	0.02086559	0.03933960	1.48318435	0.00012096
10.67916667	0.09842727	0.00149923	0.12726457	1029.15469848	0.03933364	0.02087029	0.03933364	1.48315294	0.00012085
10.68333333	0.09841584	0.00149999	0.12724571	1029.15469171	0.03932768	0.02087498	0.03932768	1.48312152	0.00012073
10.68750000	0.09840441	0.00150074	0.12722685	1029.15468494	0.03932171	0.02087968	0.03932171	1.48309011	0.00012062
10.69166667	0.09839296	0.00150150	0.12720800	1029.15467817	0.03931573	0.02088438	0.03931573	1.48305870	0.00012051
10.69583333	0.09838152	0.00150226	0.12718915	1029.15467141	0.03930976	0.02088907	0.03930976	1.48302730	0.00012040
10.70000000	0.09837006	0.00150302	0.12717032	1029.15466464	0.03930378	0.02089376	0.03930378	1.48299590	0.00012029
10.70416667	0.09835861	0.00150378	0.12715148	1029.15465788	0.03929779	0.02089845	0.03929779	1.48296451	0.00012018
10.70833333	0.09834714	0.00150453	0.12713266	1029.15465112	0.03929180	0.02090314	0.03929180	1.48293312	0.00012007
10.71250000	0.09833567	0.00150529	0.12711384	1029.15464435	0.03928580	0.02090783	0.03928580	1.48290173	0.00011995
10.71666667	0.09832419	0.00150605	0.12709502	1029.15463759	0.03927980	0.02091252	0.03927980	1.48287035	0.00011984
