Time	Mass	U	W	C	Density	A_Density	Tkness	Radius	x	y	z
0.00000000	3.50113812	0.00000000	2.00000000	1.00000000	891.55750000	1029.18904355	0.50000000	0.05000000	0.00000000	0.00000000	-810.00000000
0.00416667	10.27659397	0.00172297	0.90116578	0.34069052	971.55931043	1029.18895157	0.22529186	0.12224814	0.00028598	-0.00000375	-809.68910342
0.00833333	13.56493689	0.00194290	0.80335587	0.25810206	984.33761072	1029.18888909	0.20083955	0.14778736	0.00074674	-0.00000903	-809.47795138
0.01250000	17.15798562	0.00208924	0.73078353	0.20405298	993.09288325	1029.18883272	0.18269663	0.17349941	0.00125219	-0.00001330	-809.28741189
0.01666667	20.75424891	0.00218677	0.68269288	0.16869500	998.99547533	1029.18878065	0.17067410	0.19683984	0.00178746	-0.00001621	-809.11144734
0.02083333	24.42174940	0.00225809	0.64669667	0.14336148	1003.31212658	1029.18873163	0.16167515	0.21891412	0.00234355	-0.00001764	-808.94576047
0.02500000	28.15903114	0.00231285	0.61841970	0.12433447	1006.60318378	1029.18868494	0.15460601	0.23998914	0.00291524	-0.00001753	-808.78797097
0.02916667	31.96747325	0.00235651	0.59534291	0.10952189	1009.19480071	1029.18864013	0.14883689	0.26027737	0.00349914	-0.00001587	-808.63651445
0.03333333	35.84572288	0.00239233	0.57598413	0.09767241	1011.28681115	1029.18859687	0.14399727	0.27991710	0.00409292	-0.00001265	-808.49030433
0.03750000	39.79174690	0.00242239	0.55939695	0.08798654	1013.00937574	1029.18855493	0.13985055	0.29900796	0.00469489	-0.00000790	-808.34854651
0.04166667	43.80321759	0.00244811	0.54494519	0.07992879	1014.45104742	1029.18851412	0.13623767	0.31762444	0.00530381	-0.00000161	-808.21063860
0.04583333	47.87775151	0.00247046	0.53218272	0.07312662	1015.67423111	1029.18847432	0.13304711	0.33582420	0.00591871	0.00000619	-808.07610989
0.05000000	52.01301736	0.00249015	0.52078589	0.06731273	1016.72419106	1029.18843541	0.13019796	0.35365306	0.00653885	0.00001548	-807.94458366
0.05416667	56.20678613	0.00250768	0.51051317	0.06229031	1017.63456182	1029.18839729	0.12762983	0.37114825	0.00716364	0.00002624	-807.81575239
0.05833333	60.45695173	0.00252347	0.50118000	0.05791126	1018.43085603	1029.18835989	0.12529659	0.38834059	0.00779258	0.00003845	-807.68936086
0.06250000	64.76153639	0.00253780	0.49264246	0.05406200	1019.13277287	1029.18832315	0.12316225	0.40525599	0.00842528	0.00005210	-807.56519422
0.06666667	69.11868840	0.00255092	0.48478638	0.05065400	1019.75576088	1029.18828702	0.12119827	0.42191650	0.00906141	0.00006716	-807.44306940
0.07083333	73.52667604	0.00256301	0.47751977	0.04761725	1020.31210232	1029.18825144	0.11938166	0.43834110	0.00970068	0.00008362	-807.32282878
0.07500000	77.98387984	0.00257421	0.47076754	0.04489566	1020.81168188	1029.18821638	0.11769365	0.45454633	0.01034286	0.00010147	-807.20433533
0.07916667	82.48878431	0.00258466	0.46446765	0.04244381	1021.26254198	1029.18818181	0.11611871	0.47054667	0.01098774	0.00012068	-807.08746901
0.08333333	87.03996976	0.00259445	0.45856832	0.04022449	1021.67129089	1029.18814768	0.11464392	0.48635493	0.01163516	0.00014123	-806.97212383
0.08750000	91.63610449	0.00260367	0.45302590	0.03820697	1022.04340713	1029.18811397	0.11325835	0.50198252	0.01228494	0.00016313	-806.85820563
0.09166667	96.27593750	0.00261238	0.44780329	0.03636566	1022.38346964	1029.18808066	0.11195273	0.51743963	0.01293696	0.00018634	-806.74563024
0.09583333	100.95829187	0.00262064	0.44286873	0.03467905	1022.69533409	1029.18804773	0.11071912	0.53273546	0.01359111	0.00021086	-806.63432203
0.10000000	105.68205858	0.00262850	0.43819479	0.03312897	1022.98226936	1029.18801515	0.10955067	0.54787833	0.01424727	0.00023667	-806.52421273
0.10416667	110.44619104	0.00263601	0.43375770	0.03169994	1023.24706439	1029.18798291	0.10844143	0.56287578	0.01490534	0.00026377	-806.41524040
0.10833333	115.24970005	0.00264320	0.42953666	0.03037872	1023.49211251	1029.18795099	0.10738620	0.57773473	0.01556526	0.00029213	-806.30734864
0.11250000	120.09164925	0.00265010	0.42551344	0.02915388	1023.71947874	1029.18791937	0.10638043	0.59246148	0.01622693	0.00032175	-806.20048591
0.11666667	124.97115105	0.00265674	0.42167194	0.02801557	1023.93095378	1029.18788804	0.10542008	0.60706184	0.01689030	0.00035262	-806.09460492
0.12083333	129.88736290	0.00266315	0.41799789	0.02695519	1024.12809780	1029.18785699	0.10450160	0.62154118	0.01755530	0.00038473	-805.98966216
0.12500000	134.83948392	0.00266934	0.41447858	0.02596523	1024.31227605	1029.18782621	0.10362180	0.63590443	0.01822187	0.00041806	-805.88561748
0.12916667	139.82675188	0.00267533	0.41110265	0.02503911	1024.48468822	1029.18779568	0.10277785	0.65015620	0.01888996	0.00045261	-805.78243372
0.13333333	144.84844043	0.00268114	0.40785991	0.02417104	1024.64639252	1029.18776539	0.10196719	0.66430075	0.01955953	0.00048836	-805.68007640
0.13750000	149.90385655	0.00268679	0.40474119	0.02335589	1024.79832582	1029.18773534	0.10118753	0.67834208	0.02023052	0.00052531	-805.57851345
0.14166667	154.99233831	0.00269228	0.40173819	0.02258910	1024.94132042	1029.18770552	0.10043681	0.69228388	0.02090292	0.00056344	-805.47771498
0.14583333	160.11325277	0.00269763	0.39884341	0.02186664	1025.07611810	1029.18767591	0.09971314	0.70612965	0.02157666	0.00060276	-805.37765305
0.15000000	165.26599407	0.00270285	0.39605000	0.02118487	1025.20338199	1029.18764652	0.09901482	0.71988265	0.02225173	0.00064325	-805.27830152
0.15416667	170.44998165	0.00270794	0.39335176	0.02054056	1025.32370669	1029.18761732	0.09834028	0.73354595	0.02292808	0.00068490	-805.17963588
0.15833333	175.66465873	0.00271292	0.39074300	0.01993081	1025.43762674	1029.18758833	0.09768811	0.74712243	0.02360570	0.00072771	-805.08163309
0.16250000	180.90949078	0.00271780	0.38821851	0.01935298	1025.54562404	1029.18755952	0.09705702	0.76061481	0.02428454	0.00077166	-804.98427147
0.16666667	186.18396418	0.00272258	0.38577351	0.01880472	1025.64813405	1029.18753090	0.09644579	0.77402567	0.02496460	0.00081675	-804.88753059
0.17083333	191.48758502	0.00272726	0.38340360	0.01828389	1025.74555123	1029.18750245	0.09585334	0.78735744	0.02564583	0.00086298	-804.79139115
0.17500000	196.81987788	0.00273186	0.38110474	0.01778854	1025.83823373	1029.18747418	0.09527864	0.80061241	0.02632823	0.00091033	-804.69583493
0.17916667	202.18038486	0.00273637	0.37887316	0.01731690	1025.92650738	1029.18744607	0.09472077	0.81379277	0.02701176	0.00095880	-804.60084466
0.18333333	207.56866452	0.00274081	0.37670542	0.01686737	1026.01066930	1029.18741813	0.09417886	0.82690060	0.02769641	0.00100838	-804.50640397
0.18750000	212.98429104	0.00274517	0.37459828	0.01643848	1026.09099088	1029.18739035	0.09365210	0.83993785	0.02838217	0.00105907	-804.41249733
0.19166667	218.42685332	0.00274947	0.37254877	0.01602888	1026.16772055	1029.18736272	0.09313974	0.85290642	0.02906900	0.00111086	-804.31910998
0.19583333	223.89595425	0.00275370	0.37055412	0.01563734	1026.24108612	1029.18733523	0.09264110	0.86580807	0.02975690	0.00116375	-804.22622788
0.20000000	229.39120997	0.00275787	0.36861172	0.01526274	1026.31129680	1029.18730790	0.09215552	0.87864452	0.03044585	0.00121772	-804.13383766
0.20416667	234.91224915	0.00276198	0.36671917	0.01490403	1026.37854514	1029.18728070	0.09168241	0.89141740	0.03113584	0.00127277	-804.04192657
0.20833333	240.45871244	0.00276603	0.36487420	0.01456025	1026.44300855	1029.18725365	0.09122119	0.90412825	0.03182684	0.00132890	-803.95048244
0.21250000	246.03025179	0.00277003	0.36307471	0.01423052	1026.50485080	1029.18722673	0.09077134	0.91677856	0.03251885	0.00138611	-803.85949366
0.21666667	251.62652999	0.00277398	0.36131872	0.01391403	1026.56422328	1029.18719994	0.09033236	0.92936975	0.03321186	0.00144437	-803.76894912
0.22083333	257.24722009	0.00277789	0.35960437	0.01361001	1026.62126611	1029.18717328	0.08990379	0.94190320	0.03390585	0.00150370	-803.67883819
0.22500000	262.89200492	0.00278174	0.35792991	0.01331778	1026.67610920	1029.18714674	0.08948520	0.95438020	0.03460080	0.00156409	-803.58915069
0.22916667	268.56057670	0.00278556	0.35629370	0.01303668	1026.72887315	1029.18712032	0.08907617	0.96680201	0.03529672	0.00162552	-803.49987685
0.23333333	274.25263655	0.00278933	0.35469419	0.01276611	1026.77967003	1029.18709403	0.08867631	0.97916984	0.03599358	0.00168800	-803.41100732
0.23750000	279.96789410	0.00279306	0.35312994	0.01250550	1026.82860412	1029.18706785	0.08828527	0.99148483	0.03669139	0.00175152	-803.32253311
0.24166667	285.70606716	0.00279675	0.35159956	0.01225434	1026.87577262	1029.18704179	0.08790270	1.00374812	0.03739012	0.00181608	-803.23444559
0.24583333	291.46688130	0.00280041	0.35010176	0.01201213	1026.92126616	1029.18701584	0.08752827	1.01596077	0.03808976	0.00188167	-803.14673646
0.25000000	297.25006960	0.00280403	0.34863531	0.01177843	1026.96516938	1029.18699000	0.08716167	1.02812380	0.03879032	0.00194829	-803.05939774
0.25416667	303.05537224	0.00280761	0.34719904	0.01155280	1027.00756144	1029.18696426	0.08680262	1.04023822	0.03949178	0.00201593	-802.97242173
0.25833333	308.88253630	0.00281117	0.34579186	0.01133485	1027.04851638	1029.18693863	0.08645085	1.05230499	0.04019413	0.00208458	-802.88580105
0.26250000	314.73131539	0.00281469	0.34441272	0.01112421	1027.08810358	1029.18691311	0.08610608	1.06432503	0.04089736	0.00215426	-802.79952855
0.26666667	320.60146945	0.00281818	0.34306063	0.01092053	1027.12638811	1029.18688768	0.08576808	1.07629923	0.04160147	0.00222494	-802.71359734
0.27083333	326.49276450	0.00282164	0.34173465	0.01072348	1027.16343102	1029.18686236	0.08543660	1.08822846	0.04230645	0.00229663	-802.62800080
0.27500000	332.40497235	0.00282508	0.34043388	0.01053275	1027.19928971	1029.18683713	0.08511143	1.10011355	0.04301230	0.00236932	-802.54273251
0.27916667	338.33787042	0.00282848	0.33915748	0.01034805	1027.23401811	1029.18681200	0.08479235	1.11195531	0.04371899	0.00244301	-802.45778628
0.28333333	344.29124152	0.00283186	0.33790464	0.01016912	1027.26766702	1029.18678696	0.08447916	1.12375451	0.04442654	0.00251769	-802.37315611
0.28750000	350.26487363	0.00283522	0.33667458	0.00999569	1027.30028426	1029.18676201	0.08417166	1.13551192	0.04513493	0.00259337	-802.28883623
0.29166667	356.25855973	0.00283855	0.33546656	0.00982752	1027.33191493	1029.18673715	0.08386968	1.14722826	0.04584415	0.00267003	-802.20482103
0.29583333	362.27209761	0.00284186	0.33427990	0.00966439	1027.36260160	1029.18671238	0.08357303	1.15890424	0.04655421	0.00274767	-802.12110509
0.30000000	368.30528970	0.00284514	0.33311391	0.00950608	1027.39238444	1029.18668770	0.08328155	1.17054056	0.04726508	0.00282630	-802.03768316
0.30416667	374.35794288	0.00284840	0.33196795	0.00935238	1027.42130143	1029.18666310	0.08299508	1.18213786	0.04797678	0.00290590	-801.95455016
0.30833333	380.42986835	0.00285164	0.33084143	0.00920311	1027.44938847	1029.18663859	0.08271347	1.19369681	0.04868929	0.00298647	-801.87170115
0.31250000	386.52088148	0.00285486	0.32973374	0.00905808	1027.47667957	1029.18661416	0.08243656	1.20521802	0.04940260	0.00306802	-801.78913136
0.31666667	392.63080167	0.00285806	0.32864433	0.00891713	1027.50320690	1029.18658981	0.08216423	1.21670210	0.05011672	0.00315053	-801.70683614
0.32083333	398.75945217	0.00286124	0.32757266	0.00878008	1027.52900097	1029.18656554	0.08189633	1.22814965	0.05083163	0.00323400	-801.62481101
0.32500000	404.90666001	0.00286440	0.32651822	0.00864678	1027.55409072	1029.18654135	0.08163274	1.23956124	0.05154734	0.00331843	-801.54305158
0.32916667	411.07225585	0.00286754	0.32548052	0.00851709	1027.57850360	1029.18651723	0.08137333	1.25093743	0.05226384	0.00340382	-801.46155361
0.33333333	417.25607385	0.00287066	0.32445908	0.00839086	1027.60226568	1029.18649320	0.08111799	1.26227876	0.05298111	0.00349016	-801.38031299
0.33750000	423.45795156	0.00287377	0.32345346	0.00826797	1027.62540174	1029.18646924	0.08086660	1.27358575	0.05369917	0.00357746	-801.29932570
0.34166667	429.67772984	0.00287686	0.32246321	0.00814829	1027.64793532	1029.18644535	0.08061906	1.28485893	0.05441800	0.00366570	-801.21858785
0.34583333	435.91525273	0.00287993	0.32148791	0.00803169	1027.66988885	1029.18642153	0.08037525	1.29609878	0.05513760	0.00375489	-801.13809564
0.35000000	442.17036733	0.00288298	0.32052717	0.00791807	1027.69128364	1029.18639779	0.08013509	1.30730581	0.05585796	0.00384501	-801.05784540
0.35416667	448.44292377	0.00288602	0.31958060	0.00780732	1027.71214001	1029.18637411	0.07989846	1.31848047	0.05657909	0.00393608	-800.97783353
0.35833333	454.73277504	0.00288904	0.31864783	0.00769933	1027.73247732	1029.18635051	0.07966528	1.32962323	0.05730098	0.00402808	-800.89805653
0.36250000	461.03977697	0.00289205	0.31772849	0.00759400	1027.75231403	1029.18632697	0.07943547	1.34073455	0.05802362	0.00412102	-800.81851102
0.36666667	467.36378811	0.00289505	0.31682225	0.00749125	1027.77166775	1029.18630351	0.07920892	1.35181486	0.05874700	0.00421488	-800.73919366
0.37083333	473.70466964	0.00289802	0.31592876	0.00739097	1027.79055528	1029.18628010	0.07898557	1.36286458	0.05947114	0.00430967	-800.66010123
0.37500000	480.06228533	0.00290099	0.31504772	0.00729309	1027.80899267	1029.18625677	0.07876533	1.37388414	0.06019602	0.00440539	-800.58123058
0.37916667	486.43650144	0.00290394	0.31417881	0.00719752	1027.82699526	1029.18623350	0.07854812	1.38487394	0.06092164	0.00450203	-800.50257865
0.38333333	492.82718664	0.00290688	0.31332173	0.00710419	1027.84457771	1029.18621029	0.07833387	1.39583438	0.06164799	0.00459959	-800.42414242
0.38750000	499.23421197	0.00290980	0.31247620	0.00701302	1027.86175403	1029.18618715	0.07812250	1.40676584	0.06237508	0.00469807	-800.34591900
0.39166667	505.65745075	0.00291271	0.31164194	0.00692393	1027.87853763	1029.18616406	0.07791395	1.41766871	0.06310289	0.00479746	-800.26790552
0.39583333	512.09677853	0.00291561	0.31081868	0.00683687	1027.89494136	1029.18614104	0.07770815	1.42854335	0.06383143	0.00489776	-800.19009919
0.40000000	518.55207302	0.00291850	0.31000617	0.00675176	1027.91097751	1029.18611808	0.07750504	1.43939013	0.06456070	0.00499898	-800.11249731
0.40416667	525.02321403	0.00292137	0.30920414	0.00666854	1027.92665786	1029.18609518	0.07730455	1.45020939	0.06529068	0.00510110	-800.03509722
0.40833333	531.51008343	0.00292424	0.30841237	0.00658715	1027.94199369	1029.18607234	0.07710663	1.46100148	0.06602139	0.00520412	-799.95789633
0.41250000	538.01256507	0.00292709	0.30763062	0.00650754	1027.95699585	1029.18604956	0.07691121	1.47176675	0.06675280	0.00530805	-799.88089211
0.41666667	544.53054475	0.00292993	0.30685866	0.00642965	1027.97167470	1029.18602683	0.07671823	1.48250551	0.06748493	0.00541288	-799.80408207
0.42083333	551.06391015	0.00293275	0.30609627	0.00635342	1027.98604022	1029.18600416	0.07652765	1.49321809	0.06821777	0.00551861	-799.72746380
0.42500000	557.61255081	0.00293557	0.30534324	0.00627880	1028.00010198	1029.18598155	0.07633941	1.50390481	0.06895131	0.00562523	-799.65103494
0.42916667	564.17635803	0.00293838	0.30459936	0.00620575	1028.01386916	1029.18595899	0.07615346	1.51456597	0.06968556	0.00573274	-799.57479316
0.43333333	570.75522489	0.00294118	0.30386445	0.00613422	1028.02735060	1029.18593648	0.07596975	1.52520188	0.07042050	0.00584115	-799.49873621
0.43750000	577.34904616	0.00294396	0.30313830	0.00606416	1028.04055478	1029.18591404	0.07578823	1.53581283	0.07115615	0.00595044	-799.42286188
0.44166667	583.95771827	0.00294674	0.30242072	0.00599553	1028.05348986	1029.18589164	0.07560885	1.54639911	0.07189248	0.00606062	-799.34716799
0.44583333	590.58113926	0.00294950	0.30171154	0.00592829	1028.06616369	1029.18586930	0.07543157	1.55696101	0.07262952	0.00617169	-799.27165242
0.45000000	597.21920876	0.00295226	0.30101059	0.00586240	1028.07858382	1029.18584700	0.07525635	1.56749880	0.07336724	0.00628364	-799.19631310
0.45416667	603.87182795	0.00295501	0.30031768	0.00579782	1028.09075751	1029.18582477	0.07508314	1.57801275	0.07410565	0.00639647	-799.12114800
0.45833333	610.53889950	0.00295774	0.29963266	0.00573450	1028.10269178	1029.18580258	0.07491190	1.58850313	0.07484474	0.00651017	-799.04615512
0.46250000	617.22032755	0.00296047	0.29895537	0.00567243	1028.11439335	1029.18578044	0.07474259	1.59897020	0.07558452	0.00662476	-798.97133251
0.46666667	623.91601767	0.00296319	0.29828564	0.00561155	1028.12586872	1029.18575835	0.07457518	1.60941421	0.07632498	0.00674021	-798.89667825
0.47083333	630.62587684	0.00296590	0.29762334	0.00555185	1028.13712416	1029.18573631	0.07440962	1.61983543	0.07706612	0.00685654	-798.82219049
0.47500000	637.34981340	0.00296860	0.29696830	0.00549328	1028.14816569	1029.18571432	0.07424588	1.63023409	0.07780793	0.00697374	-798.74786738
0.47916667	644.08773703	0.00297130	0.29632040	0.00543581	1028.15899913	1029.18569238	0.07408392	1.64061043	0.07855042	0.00709181	-798.67370711
0.48333333	650.83955870	0.00297398	0.29567948	0.00537942	1028.16963011	1029.18567048	0.07392371	1.65096469	0.07929358	0.00721074	-798.59970794
0.48750000	657.60519066	0.00297666	0.29504542	0.00532407	1028.18006403	1029.18564864	0.07376521	1.66129710	0.08003741	0.00733054	-798.52586812
0.49166667	664.38454642	0.00297933	0.29441809	0.00526975	1028.19030613	1029.18562684	0.07360839	1.67160790	0.08078191	0.00745120	-798.45218596
0.49583333	671.17754070	0.00298198	0.29379735	0.00521641	1028.20036146	1029.18560508	0.07345322	1.68189730	0.08152708	0.00757273	-798.37865980
0.50000000	677.98408940	0.00298464	0.29318308	0.00516404	1028.21023489	1029.18558337	0.07329967	1.69216552	0.08227291	0.00769511	-798.30528800
0.50416667	684.80410960	0.00298728	0.29257517	0.00511261	1028.21993114	1029.18556171	0.07314771	1.70241278	0.08301940	0.00781834	-798.23206896
0.50833333	691.63751950	0.00298992	0.29197349	0.00506210	1028.22945476	1029.18554009	0.07299731	1.71263929	0.08376655	0.00794243	-798.15900110
0.51250000	698.48423844	0.00299255	0.29137793	0.00501248	1028.23881015	1029.18551851	0.07284843	1.72284525	0.08451436	0.00806738	-798.08608288
0.51666667	705.34418683	0.00299517	0.29078838	0.00496373	1028.24800157	1029.18549698	0.07270106	1.73303088	0.08526282	0.00819318	-798.01331279
0.52083333	712.21728616	0.00299778	0.29020473	0.00491583	1028.25703314	1029.18547550	0.07255516	1.74319636	0.08601194	0.00831982	-797.94068934
0.52500000	719.10345895	0.00300039	0.28962687	0.00486875	1028.26590882	1029.18545405	0.07241072	1.75334191	0.08676171	0.00844732	-797.86821107
0.52916667	726.00262876	0.00300299	0.28905471	0.00482249	1028.27463249	1029.18543265	0.07226769	1.76346770	0.08751214	0.00857566	-797.79587654
0.53333333	732.91472013	0.00300558	0.28848813	0.00477701	1028.28320787	1029.18541129	0.07212606	1.77357394	0.08826321	0.00870485	-797.72368433
0.53750000	739.83965861	0.00300816	0.28792705	0.00473229	1028.29163856	1029.18538997	0.07198581	1.78366080	0.08901493	0.00883487	-797.65163308
0.54166667	746.77737068	0.00301074	0.28737137	0.00468833	1028.29992807	1029.18536869	0.07184691	1.79372847	0.08976729	0.00896574	-797.57972140
0.54583333	753.72778377	0.00301331	0.28682099	0.00464510	1028.30807979	1029.18534746	0.07170933	1.80377713	0.09052030	0.00909745	-797.50794798
0.55000000	760.69082625	0.00301588	0.28627583	0.00460258	1028.31609699	1029.18532626	0.07157305	1.81380696	0.09127395	0.00923000	-797.43631148
0.55416667	767.66642736	0.00301844	0.28573580	0.00456075	1028.32398285	1029.18530511	0.07143806	1.82381814	0.09202824	0.00936338	-797.36481063
0.55833333	774.65451726	0.00302099	0.28520080	0.00451961	1028.33174046	1029.18528399	0.07130433	1.83381082	0.09278317	0.00949760	-797.29344414
0.56250000	781.65502696	0.00302354	0.28467076	0.00447913	1028.33937281	1029.18526292	0.07117183	1.84378519	0.09353874	0.00963265	-797.22221078
0.56666667	788.66788830	0.00302607	0.28414559	0.00443931	1028.34688279	1029.18524188	0.07104056	1.85374140	0.09429494	0.00976854	-797.15110931
0.57083333	795.69303400	0.00302861	0.28362521	0.00440011	1028.35427321	1029.18522088	0.07091048	1.86367962	0.09505177	0.00990525	-797.08013852
0.57500000	802.73039756	0.00303113	0.28310955	0.00436154	1028.36154680	1029.18519992	0.07078158	1.87360002	0.09580924	0.01004279	-797.00929722
0.57916667	809.77991329	0.00303366	0.28259853	0.00432357	1028.36870621	1029.18517900	0.07065384	1.88350274	0.09656734	0.01018116	-796.93858426
0.58333333	816.84151630	0.00303617	0.28209207	0.00428619	1028.37575401	1029.18515811	0.07052724	1.89338795	0.09732607	0.01032035	-796.86799847
0.58750000	823.91514246	0.00303868	0.28159010	0.00424939	1028.38269269	1029.18513727	0.07040176	1.90325579	0.09808543	0.01046037	-796.79753873
0.59166667	831.00072840	0.00304118	0.28109255	0.00421316	1028.38952466	1029.18511646	0.07027739	1.91310642	0.09884541	0.01060121	-796.72720391
0.59583333	838.09821148	0.00304368	0.28059934	0.00417748	1028.39625229	1029.18509568	0.07015411	1.92293998	0.09960602	0.01074287	-796.65699294
0.60000000	845.20752982	0.00304617	0.28011042	0.00414234	1028.40287785	1029.18507494	0.07003189	1.93275663	0.10036725	0.01088535	-796.58690472
0.60416667	852.32862222	0.00304866	0.27962571	0.00410773	1028.40940356	1029.18505424	0.06991073	1.94255650	0.10112911	0.01102864	-796.51693820
0.60833333	859.46142820	0.00305114	0.27914516	0.00407364	1028.41583159	1029.18503358	0.06979061	1.95233974	0.10189158	0.01117276	-796.44709233
0.61250000	866.60588798	0.00305361	0.27866868	0.00404006	1028.42216402	1029.18501295	0.06967150	1.96210648	0.10265468	0.01131769	-796.37736608
0.61666667	873.76194244	0.00305608	0.27819623	0.00400697	1028.42840289	1029.18499235	0.06955341	1.97185687	0.10341839	0.01146343	-796.30775844
0.62083333	880.92953312	0.00305854	0.27772774	0.00397437	1028.43455018	1029.18497179	0.06943630	1.98159103	0.10418272	0.01160998	-796.23826841
0.62500000	888.10860223	0.00306100	0.27726316	0.00394224	1028.44060783	1029.18495127	0.06932017	1.99130911	0.10494766	0.01175735	-796.16889500
0.62916667	895.29909261	0.00306346	0.27680242	0.00391058	1028.44657770	1029.18493077	0.06920500	2.00101122	0.10571322	0.01190552	-796.09963726
0.63333333	902.50094774	0.00306590	0.27634546	0.00387937	1028.45246162	1029.18491032	0.06909078	2.01069751	0.10647939	0.01205450	-796.03049422
0.63750000	909.71411171	0.00306835	0.27589224	0.00384861	1028.45826136	1029.18488989	0.06897749	2.02036810	0.10724617	0.01220429	-795.96146495
0.64166667	916.93852922	0.00307078	0.27544270	0.00381829	1028.46397864	1029.18486950	0.06886512	2.03002311	0.10801356	0.01235489	-795.89254851
0.64583333	924.17414556	0.00307322	0.27499677	0.00378840	1028.46961515	1029.18484914	0.06875365	2.03966267	0.10878156	0.01250629	-795.82374401
0.65000000	931.42090663	0.00307564	0.27455442	0.00375892	1028.47517252	1029.18482882	0.06864308	2.04928689	0.10955017	0.01265849	-795.75505053
0.65416667	938.67875888	0.00307807	0.27411559	0.00372986	1028.48065235	1029.18480853	0.06853339	2.05889591	0.11031939	0.01281149	-795.68646719
0.65833333	945.94764934	0.00308048	0.27368022	0.00370120	1028.48605618	1029.18478827	0.06842456	2.06848984	0.11108921	0.01296529	-795.61799312
0.66250000	953.22752560	0.00308290	0.27324828	0.00367293	1028.49138553	1029.18476804	0.06831659	2.07806879	0.11185963	0.01311989	-795.54962746
0.66666667	960.51833580	0.00308531	0.27281971	0.00364505	1028.49664186	1029.18474784	0.06820947	2.08763288	0.11263066	0.01327529	-795.48136936
0.67083333	967.82002861	0.00308771	0.27239446	0.00361755	1028.50182662	1029.18472768	0.06810317	2.09718223	0.11340228	0.01343149	-795.41321799
0.67500000	975.13255324	0.00309011	0.27197249	0.00359042	1028.50694119	1029.18470755	0.06799769	2.10671694	0.11417451	0.01358848	-795.34517250
0.67916667	982.45585941	0.00309250	0.27155375	0.00356366	1028.51198695	1029.18468744	0.06789302	2.11623713	0.11494734	0.01374626	-795.27723211
0.68333333	989.78989735	0.00309489	0.27113820	0.00353725	1028.51696521	1029.18466737	0.06778915	2.12574290	0.11572077	0.01390484	-795.20939599
0.68750000	997.13461783	0.00309728	0.27072580	0.00351120	1028.52187727	1029.18464733	0.06768607	2.13523437	0.11649479	0.01406420	-795.14166336
0.69166667	1004.48997207	0.00309966	0.27031650	0.00348549	1028.52672440	1029.18462732	0.06758376	2.14471164	0.11726940	0.01422436	-795.07403344
0.69583333	1011.85591180	0.00310203	0.26991025	0.00346012	1028.53150781	1029.18460734	0.06748221	2.15417481	0.11804462	0.01438530	-795.00650546
0.70000000	1019.23238923	0.00310441	0.26950703	0.00343507	1028.53622872	1029.18458739	0.06738142	2.16362399	0.11882042	0.01454704	-794.93907866
0.70416667	1026.61935705	0.00310677	0.26910678	0.00341036	1028.54088830	1029.18456747	0.06728138	2.17305928	0.11959682	0.01470956	-794.87175228
0.70833333	1034.01676840	0.00310914	0.26870948	0.00338596	1028.54548768	1029.18454758	0.06718207	2.18248078	0.12037381	0.01487286	-794.80452560
0.71250000	1041.42457689	0.00311150	0.26831507	0.00336187	1028.55002798	1029.18452772	0.06708348	2.19188859	0.12115139	0.01503695	-794.73739787
0.71666667	1048.84273656	0.00311385	0.26792353	0.00333810	1028.55451030	1029.18450789	0.06698561	2.20128280	0.12192956	0.01520182	-794.67036839
0.72083333	1056.27120193	0.00311620	0.26753481	0.00331462	1028.55893568	1029.18448808	0.06688844	2.21066352	0.12270832	0.01536747	-794.60343643
0.72500000	1063.70992793	0.00311855	0.26714887	0.00329144	1028.56330517	1029.18446831	0.06679198	2.22003084	0.12348766	0.01553390	-794.53660130
0.72916667	1071.15886992	0.00312089	0.26676569	0.00326855	1028.56761977	1029.18444856	0.06669620	2.22938485	0.12426759	0.01570112	-794.46986231
0.73333333	1078.61798370	0.00312323	0.26638523	0.00324595	1028.57188049	1029.18442884	0.06660110	2.23872565	0.12504811	0.01586911	-794.40321876
0.73750000	1086.08722548	0.00312556	0.26600745	0.00322363	1028.57608827	1029.18440915	0.06650667	2.24805333	0.12582921	0.01603787	-794.33667000
0.74166667	1093.56655186	0.00312789	0.26563232	0.00320158	1028.58024407	1029.18438949	0.06641290	2.25736797	0.12661089	0.01620742	-794.27021534
0.74583333	1101.05591988	0.00313022	0.26525980	0.00317980	1028.58434881	1029.18436986	0.06631979	2.26666968	0.12739315	0.01637773	-794.20385414
0.75000000	1108.55528696	0.00313254	0.26488986	0.00315829	1028.58840338	1029.18435025	0.06622732	2.27595853	0.12817600	0.01654883	-794.13758574
0.75416667	1116.06461090	0.00313486	0.26452248	0.00313704	1028.59240866	1029.18433067	0.06613549	2.28523462	0.12895942	0.01672069	-794.07140950
0.75833333	1123.58384992	0.00313717	0.26415761	0.00311605	1028.59636551	1029.18431112	0.06604429	2.29449803	0.12974343	0.01689332	-794.00532478
0.76250000	1131.11296259	0.00313948	0.26379523	0.00309530	1028.60027478	1029.18429159	0.06595371	2.30374885	0.13052801	0.01706673	-793.93933098
0.76666667	1138.65190788	0.00314179	0.26343531	0.00307481	1028.60413727	1029.18427209	0.06586374	2.31298716	0.13131317	0.01724090	-793.87342745
