Time	Mass	U	W	C	Density	A_Density	Tkness	Radius	x	y	z
6.88333333	16237.47230034	0.00785448	0.14747448	0.00021562	1029.13206826	1029.16266838	0.03692898	11.66178518	2.05687653	0.82032008	-726.91948815
6.88750000	16248.56412987	0.00785832	0.14744668	0.00021547	1029.13208918	1029.16265854	0.03692210	11.66685502	2.05884063	0.82109406	-726.88262301
6.89166667	16259.65567967	0.00786216	0.14741890	0.00021533	1029.13211006	1029.16264871	0.03691522	11.67192377	2.06080569	0.82186819	-726.84576481
6.89583333	16270.74694766	0.00786599	0.14739113	0.00021518	1029.13213090	1029.16263888	0.03690834	11.67699144	2.06277171	0.82264246	-726.80891356
6.90000000	16281.83793176	0.00786982	0.14736338	0.00021503	1029.13215171	1029.16262905	0.03690147	11.68205803	2.06473868	0.82341688	-726.77206925
6.90416667	16292.92862990	0.00787365	0.14733565	0.00021489	1029.13217248	1029.16261922	0.03689460	11.68712353	2.06670662	0.82419145	-726.73523187
6.90833333	16304.01903999	0.00787748	0.14730794	0.00021474	1029.13219322	1029.16260939	0.03688774	11.69218796	2.06867551	0.82496616	-726.69840143
6.91250000	16315.10915997	0.00788130	0.14728024	0.00021459	1029.13221392	1029.16259957	0.03688088	11.69725130	2.07064536	0.82574102	-726.66157791
6.91666667	16326.19898776	0.00788512	0.14725255	0.00021445	1029.13223459	1029.16258975	0.03687403	11.70231357	2.07261616	0.82651602	-726.62476131
6.92083333	16337.28852128	0.00788894	0.14722489	0.00021430	1029.13225522	1029.16257993	0.03686718	11.70737475	2.07458792	0.82729117	-726.58795163
6.92500000	16348.37775846	0.00789276	0.14719724	0.00021416	1029.13227581	1029.16257011	0.03686033	11.71243486	2.07656063	0.82806646	-726.55114887
6.92916667	16359.46669722	0.00789658	0.14716961	0.00021401	1029.13229637	1029.16256029	0.03685349	11.71749389	2.07853430	0.82884190	-726.51435301
6.93333333	16370.55533550	0.00790039	0.14714199	0.00021387	1029.13231690	1029.16255048	0.03684665	11.72255185	2.08050892	0.82961748	-726.47756406
6.93750000	16381.64367123	0.00790420	0.14711440	0.00021372	1029.13233739	1029.16254066	0.03683982	11.72760872	2.08248449	0.83039320	-726.44078202
6.94166667	16392.73170232	0.00790801	0.14708681	0.00021358	1029.13235785	1029.16253085	0.03683299	11.73266452	2.08446102	0.83116906	-726.40400687
6.94583333	16403.81942671	0.00791181	0.14705925	0.00021343	1029.13237827	1029.16252104	0.03682616	11.73771925	2.08643850	0.83194507	-726.36723861
6.95000000	16414.90684234	0.00791562	0.14703170	0.00021329	1029.13239866	1029.16251123	0.03681934	11.74277290	2.08841693	0.83272122	-726.33047724
6.95416667	16425.99394713	0.00791942	0.14700417	0.00021315	1029.13241901	1029.16250143	0.03681252	11.74782548	2.09039631	0.83349752	-726.29372276
6.95833333	16437.08073901	0.00792322	0.14697665	0.00021300	1029.13243933	1029.16249162	0.03680571	11.75287699	2.09237663	0.83427395	-726.25697516
6.96250000	16448.16721592	0.00792701	0.14694915	0.00021286	1029.13245961	1029.16248182	0.03679890	11.75792742	2.09435791	0.83505052	-726.22023444
6.96666667	16459.25337579	0.00793081	0.14692167	0.00021272	1029.13247986	1029.16247202	0.03679209	11.76297678	2.09634014	0.83582724	-726.18350059
6.97083333	16470.33921656	0.00793460	0.14689421	0.00021257	1029.13250007	1029.16246222	0.03678529	11.76802507	2.09832332	0.83660410	-726.14677360
6.97500000	16481.42473615	0.00793839	0.14686676	0.00021243	1029.13252025	1029.16245242	0.03677850	11.77307230	2.10030744	0.83738109	-726.11005348
6.97916667	16492.50993251	0.00794217	0.14683932	0.00021229	1029.13254040	1029.16244263	0.03677170	11.77811845	2.10229251	0.83815823	-726.07334023
6.98333333	16503.59480357	0.00794596	0.14681191	0.00021214	1029.13256051	1029.16243284	0.03676491	11.78316353	2.10427853	0.83893550	-726.03663382
6.98750000	16514.67934726	0.00794974	0.14678450	0.00021200	1029.13258059	1029.16242304	0.03675813	11.78820754	2.10626549	0.83971292	-725.99993427
6.99166667	16525.76356154	0.00795352	0.14675712	0.00021186	1029.13260063	1029.16241325	0.03675135	11.79325049	2.10825340	0.84049047	-725.96324157
6.99583333	16536.84744432	0.00795730	0.14672975	0.00021172	1029.13262064	1029.16240347	0.03674457	11.79829237	2.11024225	0.84126817	-725.92655572
7.00000000	16547.93099356	0.00796107	0.14670240	0.00021158	1029.13264061	1029.16239368	0.03673780	11.80333319	2.11223205	0.84204600	-725.88987670
7.00416667	16559.01420719	0.00796485	0.14667506	0.00021143	1029.13266056	1029.16238390	0.03673103	11.80837293	2.11422279	0.84282397	-725.85320452
7.00833333	16570.09708316	0.00796862	0.14664774	0.00021129	1029.13268046	1029.16237411	0.03672427	11.81341162	2.11621447	0.84360207	-725.81653917
7.01250000	16581.17961939	0.00797239	0.14662044	0.00021115	1029.13270034	1029.16236433	0.03671751	11.81844924	2.11820709	0.84438032	-725.77988065
7.01666667	16592.26181385	0.00797615	0.14659315	0.00021101	1029.13272018	1029.16235456	0.03671075	11.82348579	2.12020066	0.84515870	-725.74322895
7.02083333	16603.34366446	0.00797992	0.14656588	0.00021087	1029.13273999	1029.16234478	0.03670400	11.82852128	2.12219517	0.84593721	-725.70658407
7.02500000	16614.42516917	0.00798368	0.14653863	0.00021073	1029.13275976	1029.16233500	0.03669725	11.83355571	2.12419062	0.84671587	-725.66994601
7.02916667	16625.50632592	0.00798744	0.14651139	0.00021059	1029.13277950	1029.16232523	0.03669051	11.83858908	2.12618701	0.84749466	-725.63331476
7.03333333	16636.58713267	0.00799119	0.14648417	0.00021045	1029.13279921	1029.16231546	0.03668377	11.84362139	2.12818434	0.84827358	-725.59669032
7.03750000	16647.66758735	0.00799495	0.14645696	0.00021031	1029.13281888	1029.16230569	0.03667703	11.84865264	2.13018261	0.84905264	-725.56007268
7.04166667	16658.74768792	0.00799870	0.14642977	0.00021017	1029.13283852	1029.16229592	0.03667030	11.85368283	2.13218181	0.84983184	-725.52346184
7.04583333	16669.82743231	0.00800245	0.14640259	0.00021003	1029.13285813	1029.16228616	0.03666357	11.85871195	2.13418196	0.85061117	-725.48685780
7.05000000	16680.90681847	0.00800620	0.14637543	0.00020989	1029.13287770	1029.16227639	0.03665685	11.86374003	2.13618304	0.85139063	-725.45026055
7.05416667	16691.98584436	0.00800995	0.14634829	0.00020975	1029.13289724	1029.16226663	0.03665013	11.86876704	2.13818506	0.85217023	-725.41367008
7.05833333	16703.06450792	0.00801369	0.14632116	0.00020961	1029.13291675	1029.16225687	0.03664341	11.87379299	2.14018801	0.85294996	-725.37708640
7.06250000	16714.14280710	0.00801743	0.14629405	0.00020947	1029.13293622	1029.16224711	0.03663670	11.87881789	2.14219190	0.85372983	-725.34050950
7.06666667	16725.22073986	0.00802117	0.14626695	0.00020933	1029.13295566	1029.16223735	0.03662999	11.88384174	2.14419673	0.85450982	-725.30393938
7.07083333	16736.29830413	0.00802491	0.14623987	0.00020919	1029.13297507	1029.16222760	0.03662328	11.88886452	2.14620249	0.85528995	-725.26737603
7.07500000	16747.37549789	0.00802864	0.14621281	0.00020906	1029.13299445	1029.16221784	0.03661658	11.89388626	2.14820918	0.85607022	-725.23081944
7.07916667	16758.45231906	0.00803237	0.14618576	0.00020892	1029.13301379	1029.16220809	0.03660989	11.89890694	2.15021681	0.85685061	-725.19426962
7.08333333	16769.52876562	0.00803610	0.14615873	0.00020878	1029.13303310	1029.16219834	0.03660319	11.90392656	2.15222537	0.85763114	-725.15772657
7.08750000	16780.60483551	0.00803983	0.14613171	0.00020864	1029.13305238	1029.16218860	0.03659651	11.90894514	2.15423486	0.85841180	-725.12119026
7.09166667	16791.68052669	0.00804356	0.14610471	0.00020850	1029.13307163	1029.16217885	0.03658982	11.91396266	2.15624528	0.85919259	-725.08466071
7.09583333	16802.75583711	0.00804728	0.14607772	0.00020837	1029.13309084	1029.16216911	0.03658314	11.91897913	2.15825664	0.85997351	-725.04813791
7.10000000	16813.83076473	0.00805100	0.14605075	0.00020823	1029.13311002	1029.16215936	0.03657646	11.92399455	2.16026892	0.86075456	-725.01162185
7.10416667	16824.90530750	0.00805472	0.14602380	0.00020809	1029.13312917	1029.16214962	0.03656979	11.92900892	2.16228214	0.86153574	-724.97511254
7.10833333	16835.97946339	0.00805844	0.14599686	0.00020796	1029.13314829	1029.16213988	0.03656312	11.93402224	2.16429628	0.86231705	-724.93860996
7.11250000	16847.05323034	0.00806215	0.14596993	0.00020782	1029.13316737	1029.16213015	0.03655646	11.93903451	2.16631135	0.86309849	-724.90211411
7.11666667	16858.12660632	0.00806586	0.14594302	0.00020768	1029.13318643	1029.16212041	0.03654979	11.94404574	2.16832736	0.86388006	-724.86562499
7.12083333	16869.19958929	0.00806957	0.14591613	0.00020755	1029.13320545	1029.16211068	0.03654314	11.94905591	2.17034429	0.86466176	-724.82914260
7.12500000	16880.27217721	0.00807328	0.14588925	0.00020741	1029.13322444	1029.16210095	0.03653648	11.95406504	2.17236214	0.86544359	-724.79266693
7.12916667	16891.34436804	0.00807699	0.14586239	0.00020727	1029.13324339	1029.16209122	0.03652983	11.95907313	2.17438093	0.86622555	-724.75619797
7.13333333	16902.41615973	0.00808069	0.14583554	0.00020714	1029.13326232	1029.16208149	0.03652319	11.96408016	2.17640063	0.86700763	-724.71973573
7.13750000	16913.48755025	0.00808439	0.14580871	0.00020700	1029.13328121	1029.16207176	0.03651655	11.96908616	2.17842127	0.86778984	-724.68328020
7.14166667	16924.55853757	0.00808809	0.14578190	0.00020687	1029.13330007	1029.16206204	0.03650991	11.97409110	2.18044283	0.86857218	-724.64683138
7.14583333	16935.62911965	0.00809179	0.14575510	0.00020673	1029.13331890	1029.16205231	0.03650327	11.97909501	2.18246531	0.86935465	-724.61038926
7.15000000	16946.69929444	0.00809548	0.14572831	0.00020660	1029.13333770	1029.16204259	0.03649664	11.98409787	2.18448872	0.87013724	-724.57395383
7.15416667	16957.76905993	0.00809917	0.14570154	0.00020646	1029.13335647	1029.16203287	0.03649002	11.98909969	2.18651305	0.87091996	-724.53752510
7.15833333	16968.83841406	0.00810286	0.14567479	0.00020633	1029.13337520	1029.16202316	0.03648339	11.99410046	2.18853831	0.87170280	-724.50110306
7.16250000	16979.90735481	0.00810655	0.14564805	0.00020619	1029.13339390	1029.16201344	0.03647677	11.99910020	2.19056449	0.87248578	-724.46468771
7.16666667	16990.97588014	0.00811024	0.14562132	0.00020606	1029.13341258	1029.16200373	0.03647016	12.00409890	2.19259158	0.87326887	-724.42827904
7.17083333	17002.04398803	0.00811392	0.14559461	0.00020592	1029.13343122	1029.16199402	0.03646355	12.00909655	2.19461960	0.87405210	-724.39187705
7.17500000	17013.11167643	0.00811760	0.14556792	0.00020579	1029.13344983	1029.16198430	0.03645694	12.01409317	2.19664854	0.87483544	-724.35548174
7.17916667	17024.17894332	0.00812128	0.14554124	0.00020566	1029.13346841	1029.16197460	0.03645033	12.01908874	2.19867841	0.87561891	-724.31909309
7.18333333	17035.24578667	0.00812496	0.14551457	0.00020552	1029.13348695	1029.16196489	0.03644373	12.02408328	2.20070919	0.87640251	-724.28271112
7.18750000	17046.31220444	0.00812863	0.14548793	0.00020539	1029.13350547	1029.16195518	0.03643714	12.02907678	2.20274088	0.87718623	-724.24633581
7.19166667	17057.37819462	0.00813231	0.14546129	0.00020526	1029.13352396	1029.16194548	0.03643054	12.03406925	2.20477350	0.87797008	-724.20996716
7.19583333	17068.44375516	0.00813598	0.14543467	0.00020512	1029.13354241	1029.16193578	0.03642396	12.03906067	2.20680704	0.87875404	-724.17360516
7.20000000	17079.50888405	0.00813965	0.14540807	0.00020499	1029.13356083	1029.16192608	0.03641737	12.04405107	2.20884149	0.87953813	-724.13724982
7.20416667	17090.57357925	0.00814331	0.14538148	0.00020486	1029.13357923	1029.16191638	0.03641079	12.04904042	2.21087686	0.88032235	-724.10090113
7.20833333	17101.63783873	0.00814698	0.14535490	0.00020473	1029.13359759	1029.16190669	0.03640421	12.05402875	2.21291315	0.88110668	-724.06455908
7.21250000	17112.70166048	0.00815064	0.14532835	0.00020459	1029.13361592	1029.16189699	0.03639764	12.05901603	2.21495035	0.88189114	-724.02822368
7.21666667	17123.76504247	0.00815430	0.14530180	0.00020446	1029.13363422	1029.16188730	0.03639107	12.06400229	2.21698847	0.88267572	-723.99189491
7.22083333	17134.82798267	0.00815796	0.14527527	0.00020433	1029.13365249	1029.16187761	0.03638450	12.06898751	2.21902750	0.88346042	-723.95557278
7.22500000	17145.89047906	0.00816161	0.14524876	0.00020420	1029.13367073	1029.16186792	0.03637794	12.07397170	2.22106745	0.88424525	-723.91925728
7.22916667	17156.95252961	0.00816527	0.14522226	0.00020407	1029.13368894	1029.16185823	0.03637138	12.07895486	2.22310831	0.88503019	-723.88294840
7.23333333	17168.01413231	0.00816892	0.14519577	0.00020393	1029.13370712	1029.16184855	0.03636482	12.08393699	2.22515008	0.88581526	-723.84664615
7.23750000	17179.07528513	0.00817257	0.14516930	0.00020380	1029.13372527	1029.16183886	0.03635827	12.08891809	2.22719276	0.88660044	-723.81035052
7.24166667	17190.13598605	0.00817621	0.14514285	0.00020367	1029.13374339	1029.16182918	0.03635172	12.09389816	2.22923636	0.88738575	-723.77406150
7.24583333	17201.19623305	0.00817986	0.14511640	0.00020354	1029.13376147	1029.16181950	0.03634518	12.09887720	2.23128087	0.88817118	-723.73777910
7.25000000	17212.25602411	0.00818350	0.14508998	0.00020341	1029.13377953	1029.16180982	0.03633864	12.10385521	2.23332629	0.88895672	-723.70150330
7.25416667	17223.31535721	0.00818714	0.14506357	0.00020328	1029.13379756	1029.16180015	0.03633210	12.10883219	2.23537262	0.88974239	-723.66523411
7.25833333	17234.37423033	0.00819078	0.14503717	0.00020315	1029.13381556	1029.16179047	0.03632557	12.11380815	2.23741986	0.89052817	-723.62897152
7.26250000	17245.43264146	0.00819442	0.14501079	0.00020302	1029.13383352	1029.16178080	0.03631904	12.11878308	2.23946801	0.89131407	-723.59271553
7.26666667	17256.49058858	0.00819805	0.14498442	0.00020289	1029.13385146	1029.16177113	0.03631251	12.12375698	2.24151707	0.89210009	-723.55646613
7.27083333	17267.54806966	0.00820169	0.14495807	0.00020276	1029.13386937	1029.16176146	0.03630599	12.12872986	2.24356704	0.89288623	-723.52022332
7.27500000	17278.60508271	0.00820532	0.14493173	0.00020263	1029.13388725	1029.16175179	0.03629947	12.13370171	2.24561792	0.89367249	-723.48398710
7.27916667	17289.66162569	0.00820895	0.14490540	0.00020250	1029.13390510	1029.16174212	0.03629296	12.13867254	2.24766970	0.89445886	-723.44775746
7.28333333	17300.71769660	0.00821257	0.14487909	0.00020237	1029.13392292	1029.16173246	0.03628644	12.14364235	2.24972239	0.89524536	-723.41153439
7.28750000	17311.77329342	0.00821620	0.14485280	0.00020224	1029.13394070	1029.16172280	0.03627994	12.14861113	2.25177598	0.89603197	-723.37531791
7.29166667	17322.82841414	0.00821982	0.14482652	0.00020211	1029.13395846	1029.16171314	0.03627343	12.15357889	2.25383049	0.89681869	-723.33910800
7.29583333	17333.88305675	0.00822344	0.14480025	0.00020198	1029.13397619	1029.16170348	0.03626693	12.15854563	2.25588589	0.89760553	-723.30290465
7.30000000	17344.93721923	0.00822706	0.14477400	0.00020185	1029.13399389	1029.16169382	0.03626043	12.16351135	2.25794221	0.89839249	-723.26670787
7.30416667	17355.99089957	0.00823067	0.14474776	0.00020173	1029.13401156	1029.16168417	0.03625394	12.16847604	2.25999942	0.89917957	-723.23051765
7.30833333	17367.04409577	0.00823429	0.14472154	0.00020160	1029.13402921	1029.16167451	0.03624745	12.17343972	2.26205754	0.89996676	-723.19433399
7.31250000	17378.09680581	0.00823790	0.14469533	0.00020147	1029.13404682	1029.16166486	0.03624097	12.17840237	2.26411656	0.90075406	-723.15815688
7.31666667	17389.14902769	0.00824151	0.14466914	0.00020134	1029.13406440	1029.16165521	0.03623448	12.18336401	2.26617649	0.90154148	-723.12198633
7.32083333	17400.20075939	0.00824511	0.14464296	0.00020121	1029.13408195	1029.16164556	0.03622800	12.18832463	2.26823732	0.90232902	-723.08582232
7.32500000	17411.25199891	0.00824872	0.14461679	0.00020108	1029.13409948	1029.16163591	0.03622153	12.19328423	2.27029905	0.90311667	-723.04966485
7.32916667	17422.30274425	0.00825232	0.14459064	0.00020096	1029.13411697	1029.16162627	0.03621506	12.19824282	2.27236168	0.90390443	-723.01351392
7.33333333	17433.35299338	0.00825592	0.14456450	0.00020083	1029.13413444	1029.16161663	0.03620859	12.20320039	2.27442521	0.90469231	-722.97736953
7.33750000	17444.40274432	0.00825952	0.14453838	0.00020070	1029.13415188	1029.16160698	0.03620212	12.20815694	2.27648964	0.90548030	-722.94123167
7.34166667	17455.45199505	0.00826312	0.14451227	0.00020058	1029.13416929	1029.16159734	0.03619566	12.21311247	2.27855497	0.90626840	-722.90510034
7.34583333	17466.50074356	0.00826672	0.14448617	0.00020045	1029.13418667	1029.16158771	0.03618920	12.21806700	2.28062120	0.90705662	-722.86897554
7.35000000	17477.54898787	0.00827031	0.14446009	0.00020032	1029.13420402	1029.16157807	0.03618275	12.22302050	2.28268833	0.90784495	-722.83285726
7.35416667	17488.59672595	0.00827390	0.14443403	0.00020020	1029.13422134	1029.16156844	0.03617630	12.22797300	2.28475635	0.90863339	-722.79674549
7.35833333	17499.64395581	0.00827749	0.14440797	0.00020007	1029.13423863	1029.16155880	0.03616985	12.23292448	2.28682528	0.90942195	-722.76064025
7.36250000	17510.69067546	0.00828108	0.14438194	0.00019994	1029.13425590	1029.16154917	0.03616341	12.23787495	2.28889510	0.91021062	-722.72454151
7.36666667	17521.73688287	0.00828466	0.14435591	0.00019982	1029.13427313	1029.16153954	0.03615697	12.24282440	2.29096582	0.91099939	-722.68844928
7.37083333	17532.78257607	0.00828824	0.14432990	0.00019969	1029.13429034	1029.16152991	0.03615053	12.24777285	2.29303743	0.91178828	-722.65236355
7.37500000	17543.82775304	0.00829183	0.14430390	0.00019957	1029.13430752	1029.16152029	0.03614410	12.25272028	2.29510994	0.91257729	-722.61628433
7.37916667	17554.87241178	0.00829540	0.14427792	0.00019944	1029.13432467	1029.16151066	0.03613767	12.25766671	2.29718334	0.91336640	-722.58021160
7.38333333	17565.91655030	0.00829898	0.14425195	0.00019931	1029.13434179	1029.16150104	0.03613124	12.26261212	2.29925764	0.91415562	-722.54414537
7.38750000	17576.96016661	0.00830256	0.14422600	0.00019919	1029.13435889	1029.16149142	0.03612482	12.26755653	2.30133283	0.91494495	-722.50808563
7.39166667	17588.00325869	0.00830613	0.14420006	0.00019906	1029.13437595	1029.16148180	0.03611840	12.27249992	2.30340892	0.91573440	-722.47203237
7.39583333	17599.04582456	0.00830970	0.14417413	0.00019894	1029.13439299	1029.16147218	0.03611198	12.27744231	2.30548590	0.91652395	-722.43598560
7.40000000	17610.08786223	0.00831327	0.14414822	0.00019881	1029.13441000	1029.16146257	0.03610557	12.28238370	2.30756377	0.91731361	-722.39994531
7.40416667	17621.12936968	0.00831684	0.14412232	0.00019869	1029.13442698	1029.16145296	0.03609916	12.28732407	2.30964253	0.91810338	-722.36391150
7.40833333	17632.17034494	0.00832040	0.14409643	0.00019857	1029.13444394	1029.16144334	0.03609276	12.29226344	2.31172219	0.91889326	-722.32788415
7.41250000	17643.21078600	0.00832396	0.14407056	0.00019844	1029.13446086	1029.16143373	0.03608636	12.29720180	2.31380273	0.91968325	-722.29186328
7.41666667	17654.25069087	0.00832752	0.14404470	0.00019832	1029.13447776	1029.16142412	0.03607996	12.30213916	2.31588417	0.92047335	-722.25584887
7.42083333	17665.29005757	0.00833108	0.14401886	0.00019819	1029.13449463	1029.16141452	0.03607356	12.30707551	2.31796649	0.92126355	-722.21984093
7.42500000	17676.32888409	0.00833464	0.14399303	0.00019807	1029.13451147	1029.16140491	0.03606717	12.31201086	2.32004971	0.92205387	-722.18383945
7.42916667	17687.36716844	0.00833820	0.14396721	0.00019795	1029.13452828	1029.16139531	0.03606078	12.31694521	2.32213382	0.92284429	-722.14784442
7.43333333	17698.40490865	0.00834175	0.14394141	0.00019782	1029.13454507	1029.16138571	0.03605440	12.32187855	2.32421881	0.92363482	-722.11185584
7.43750000	17709.44210270	0.00834530	0.14391562	0.00019770	1029.13456183	1029.16137611	0.03604802	12.32681090	2.32630469	0.92442545	-722.07587372
7.44166667	17720.47874863	0.00834885	0.14388984	0.00019758	1029.13457856	1029.16136651	0.03604164	12.33174224	2.32839146	0.92521620	-722.03989803
7.44583333	17731.51484442	0.00835240	0.14386408	0.00019745	1029.13459526	1029.16135691	0.03603526	12.33667257	2.33047911	0.92600704	-722.00392880
7.45000000	17742.55038811	0.00835594	0.14383833	0.00019733	1029.13461193	1029.16134732	0.03602889	12.34160191	2.33256766	0.92679800	-721.96796600
7.45416667	17753.58537770	0.00835948	0.14381260	0.00019721	1029.13462858	1029.16133772	0.03602253	12.34653025	2.33465708	0.92758906	-721.93200963
7.45833333	17764.61981120	0.00836302	0.14378687	0.00019708	1029.13464520	1029.16132813	0.03601616	12.35145759	2.33674740	0.92838023	-721.89605970
7.46250000	17775.65368663	0.00836656	0.14376117	0.00019696	1029.13466180	1029.16131854	0.03600980	12.35638393	2.33883860	0.92917150	-721.86011619
7.46666667	17786.68700200	0.00837010	0.14373547	0.00019684	1029.13467836	1029.16130896	0.03600344	12.36130927	2.34093068	0.92996288	-721.82417912
7.47083333	17797.71975533	0.00837364	0.14370979	0.00019672	1029.13469490	1029.16129937	0.03599709	12.36623362	2.34302365	0.93075436	-721.78824846
7.47500000	17808.75194463	0.00837717	0.14368412	0.00019660	1029.13471141	1029.16128978	0.03599074	12.37115696	2.34511750	0.93154595	-721.75232422
7.47916667	17819.78356792	0.00838070	0.14365847	0.00019647	1029.13472790	1029.16128020	0.03598439	12.37607931	2.34721223	0.93233764	-721.71640640
7.48333333	17830.81462321	0.00838423	0.14363283	0.00019635	1029.13474435	1029.16127062	0.03597805	12.38100067	2.34930785	0.93312943	-721.68049499
7.48750000	17841.84510853	0.00838776	0.14360720	0.00019623	1029.13476078	1029.16126104	0.03597171	12.38592102	2.35140434	0.93392133	-721.64458999
7.49166667	17852.87502188	0.00839128	0.14358159	0.00019611	1029.13477718	1029.16125146	0.03596537	12.39084039	2.35350172	0.93471334	-721.60869139
7.49583333	17863.90436130	0.00839480	0.14355599	0.00019599	1029.13479356	1029.16124189	0.03595903	12.39575876	2.35559998	0.93550544	-721.57279919
7.50000000	17874.93312480	0.00839833	0.14353040	0.00019587	1029.13480991	1029.16123231	0.03595270	12.40067613	2.35769913	0.93629765	-721.53691340
7.50416667	17885.96131040	0.00840185	0.14350483	0.00019575	1029.13482623	1029.16122274	0.03594638	12.40559251	2.35979915	0.93708996	-721.50103400
7.50833333	17896.98891611	0.00840536	0.14347926	0.00019563	1029.13484253	1029.16121317	0.03594005	12.41050790	2.36190005	0.93788238	-721.46516099
7.51250000	17908.01593997	0.00840888	0.14345372	0.00019551	1029.13485879	1029.16120360	0.03593373	12.41542230	2.36400183	0.93867490	-721.42929436
7.51666667	17919.04237999	0.00841239	0.14342818	0.00019539	1029.13487504	1029.16119403	0.03592741	12.42033571	2.36610449	0.93946752	-721.39343413
7.52083333	17930.06823420	0.00841590	0.14340266	0.00019527	1029.13489125	1029.16118447	0.03592110	12.42524812	2.36820803	0.94026024	-721.35758027
7.52500000	17941.09350062	0.00841941	0.14337715	0.00019515	1029.13490744	1029.16117490	0.03591479	12.43015954	2.37031244	0.94105306	-721.32173280
7.52916667	17952.11817727	0.00842292	0.14335166	0.00019503	1029.13492360	1029.16116534	0.03590848	12.43506998	2.37241773	0.94184599	-721.28589170
7.53333333	17963.14226218	0.00842643	0.14332618	0.00019491	1029.13493974	1029.16115578	0.03590218	12.43997942	2.37452390	0.94263901	-721.25005697
7.53750000	17974.16575337	0.00842993	0.14330071	0.00019479	1029.13495585	1029.16114622	0.03589588	12.44488788	2.37663095	0.94343214	-721.21422861
7.54166667	17985.18864888	0.00843343	0.14327525	0.00019467	1029.13497193	1029.16113666	0.03588958	12.44979534	2.37873887	0.94422536	-721.17840662
7.54583333	17996.21094671	0.00843693	0.14324981	0.00019455	1029.13498798	1029.16112711	0.03588328	12.45470182	2.38084766	0.94501869	-721.14259098
7.55000000	18007.23264491	0.00844043	0.14322438	0.00019443	1029.13500401	1029.16111755	0.03587699	12.45960731	2.38295733	0.94581212	-721.10678171
7.55416667	18018.25374150	0.00844393	0.14319897	0.00019431	1029.13502002	1029.16110800	0.03587071	12.46451182	2.38506788	0.94660564	-721.07097879
7.55833333	18029.27423451	0.00844742	0.14317356	0.00019419	1029.13503599	1029.16109845	0.03586442	12.46941534	2.38717930	0.94739927	-721.03518223
7.56250000	18040.29412196	0.00845092	0.14314817	0.00019407	1029.13505194	1029.16108890	0.03585814	12.47431787	2.38929159	0.94819300	-720.99939201
7.56666667	18051.31340190	0.00845441	0.14312280	0.00019395	1029.13506787	1029.16107936	0.03585186	12.47921942	2.39140476	0.94898682	-720.96360814
7.57083333	18062.33207234	0.00845790	0.14309743	0.00019384	1029.13508377	1029.16106981	0.03584559	12.48411998	2.39351879	0.94978074	-720.92783061
7.57500000	18073.35013131	0.00846138	0.14307208	0.00019372	1029.13509964	1029.16106027	0.03583932	12.48901956	2.39563370	0.95057477	-720.89205943
7.57916667	18084.36757686	0.00846487	0.14304674	0.00019360	1029.13511549	1029.16105072	0.03583305	12.49391815	2.39774949	0.95136889	-720.85629457
7.58333333	18095.38440701	0.00846835	0.14302142	0.00019348	1029.13513131	1029.16104118	0.03582678	12.49881577	2.39986614	0.95216311	-720.82053606
7.58750000	18106.40061979	0.00847183	0.14299611	0.00019336	1029.13514710	1029.16103164	0.03582052	12.50371240	2.40198366	0.95295742	-720.78478387
7.59166667	18117.41621325	0.00847531	0.14297081	0.00019325	1029.13516287	1029.16102211	0.03581426	12.50860805	2.40410205	0.95375184	-720.74903800
7.59583333	18128.43118540	0.00847879	0.14294552	0.00019313	1029.13517861	1029.16101257	0.03580801	12.51350271	2.40622132	0.95454635	-720.71329846
7.60000000	18139.44553429	0.00848226	0.14292025	0.00019301	1029.13519433	1029.16100304	0.03580175	12.51839640	2.40834145	0.95534095	-720.67756524
7.60416667	18150.45925795	0.00848574	0.14289499	0.00019290	1029.13521002	1029.16099351	0.03579551	12.52328910	2.41046245	0.95613566	-720.64183834
7.60833333	18161.47235442	0.00848921	0.14286974	0.00019278	1029.13522569	1029.16098398	0.03578926	12.52818083	2.41258432	0.95693046	-720.60611775
7.61250000	18172.48482174	0.00849268	0.14284450	0.00019266	1029.13524133	1029.16097445	0.03578302	12.53307158	2.41470705	0.95772536	-720.57040347
7.61666667	18183.49665793	0.00849615	0.14281928	0.00019254	1029.13525694	1029.16096492	0.03577678	12.53796134	2.41683065	0.95852035	-720.53469550
7.62083333	18194.50786105	0.00849961	0.14279407	0.00019243	1029.13527253	1029.16095540	0.03577054	12.54285013	2.41895512	0.95931544	-720.49899383
7.62500000	18205.51842912	0.00850308	0.14276887	0.00019231	1029.13528810	1029.16094587	0.03576431	12.54773794	2.42108046	0.96011063	-720.46329847
7.62916667	18216.52836019	0.00850654	0.14274369	0.00019220	1029.13530363	1029.16093635	0.03575808	12.55262478	2.42320666	0.96090591	-720.42760940
7.63333333	18227.53765229	0.00851000	0.14271852	0.00019208	1029.13531915	1029.16092683	0.03575185	12.55751064	2.42533373	0.96170128	-720.39192662
7.63750000	18238.54630347	0.00851346	0.14269336	0.00019196	1029.13533464	1029.16091731	0.03574563	12.56239552	2.42746166	0.96249675	-720.35625014
7.64166667	18249.55431177	0.00851691	0.14266821	0.00019185	1029.13535010	1029.16090780	0.03573941	12.56727942	2.42959046	0.96329232	-720.32057995
